"","iliad.txt","odyssey.txt"
"aching",1,0
"achreoin",1,0
"acknowledge",1,0
"acknowledge,",1,0
"acknowledged",2,0
"acknowledged,",1,0
"acknowledgments",1,0
"acquaint",2,0
"acquaintance",2,2
"acquainted",3,0
"acquiescent,",1,0
"acquire,",1,0
"acquire.",1,0
"acquired",1,0
"acquired,",4,0
"acquired;",1,0
"acquisition.""--grote,",1,0
"acres",3,2
"across",7,5
"across:",1,0
"act",21,4
"act,",1,0
"actaea",1,0
"acted",2,0
"acting",2,0
"action",15,1
"action,",6,0
"action--the",1,0
"action.",1,0
"action;",1,0
"actions",8,0
"actions,",1,0
"active",23,2
"actively",1,0
"actor",2,0
"actor's",2,0
"actor,",1,1
"actors",1,0
"acts",15,0
"acts,",1,0
"actual",2,1
"actual,",1,1
"actually",1,6
"acumen",1,0
"acute",1,0
"acuteness",1,0
"acuteness--which",1,0
"acuteness.",1,0
"adam's",1,0
"adamant",1,0
"adamantine",4,0
"adamas,",1,0
"add",17,5
"add,",1,0
"added",7,7
"added,",1,0
"adding",1,2
"addison",1,0
"addition",1,4
"additional",8,6
"additions",4,2
"address",3,2
"address'd",13,0
"address'd,",7,0
"address'd.",3,0
"address'd:",18,0
"address,",1,0
"addressed",2,4
"addresses",2,1
"addresses.",1,1
"addressing",1,2
"adds",4,0
"adherence",1,0
"adjective,",1,0
"adjoining",2,0
"adjourn'd:",1,0
"adjudged",1,0
"adjure",1,0
"adjured",2,0
"adjures",1,0
"adjures,",1,0
"admetus!",1,0
"admirable",2,5
"admirably",1,0
"admiral)",1,0
"admiral,",1,0
"admiration",6,2
"admire",7,3
"admire!""",1,0
"admire,",1,0
"admired",2,8
"admired:",1,0
"admirers",1,0
"admiring",5,1
"admissible.",1,0
"admission",1,0
"admit",4,2
"admit.",1,0
"admits",3,0
"admits,",1,0
"admittance",1,0
"admitted",3,1
"admitting",1,0
"admonish'd,",1,0
"adopt",1,0
"adopted",3,3
"adopted.",1,0
"ador'd",1,0
"adore,",1,0
"adored",6,1
"adored!",2,0
"adored.",1,0
"adored.""",1,0
"adored.(64)",1,0
"adored:",1,0
"adores,",1,0
"adorn",4,1
"adorn!",1,0
"adorn'd",7,0
"adorn'd,",5,0
"adorn,",4,0
"adorn.",2,0
"adorn.""",1,0
"adorn:",2,0
"adorning",1,0
"adorns",1,0
"adorns,",1,0
"adorns.",1,0
"adorns.""",1,0
"adourne",1,0
"adown",1,0
"adramyttium.",1,0
"adrastus",2,0
"adrastus'",2,0
"adrastus,",1,0
"adrastus.",1,0
"adrestia's",1,0
"adrestus",1,0
"adult,",1,0
"adulterous",2,0
"adv.",1,0
"advance",4,0
"advance!",1,0
"advance,",9,0
"advance.",1,0
"advance:",2,0
"advance;",2,0
"advanced",10,0
"advanced;",1,0
"advancement",1,0
"advances,",1,0
"advancing",5,0
"advancing,",2,0
"advantage",4,4
"advantage.""",1,0
"advantages",1,0
"adventure",2,0
"adventure,",1,0
"adventures",2,2
"adventures,",1,0
"adventurous",1,0
"adversary,",1,0
"adverse",13,0
"advice",16,3
"advice,",8,2
"advice.""",1,0
"advise",2,4
"advise,",1,0
"advise.",1,0
"advise:(91)",1,0
"advise;",1,0
"advised",3,2
"advised,",1,0
"advises",5,0
"advises,",1,0
"advising",3,2
"advocating",1,0
"aeacides",1,0
"aeacides.",1,0
"aeacus,",1,0
"aecha",1,0
"aedeto.",1,0
"aedio",1,0
"aegae",1,1
"aegae,",1,0
"aegean",2,1
"aegeon",1,0
"aegiale",1,0
"aegiale;",1,0
"aegialus",1,0
"aegilipa's",1,0
"aegina",1,0
"aegion,",1,0
"aegis",5,0
"aegis,",2,1
"aegysthus,",1,0
"aegysthus.",1,0
"aen",1,0
"aen,",1,0
"aen.",3,0
"aen.,",1,0
"aeneas",46,0
"aeneas'",6,0
"aeneas,",10,0
"aeneas:",1,0
"aeneas;",1,0
"aeneid",1,0
"aeneid.",1,0
"aeneis",1,0
"aeneis;",1,0
"aenius,",1,0
"aenus",1,0
"aeolia,",1,0
"aeolian",3,3
"aeolic,",1,0
"aepais,",1,0
"aepea",2,0
"aepy",1,0
"aepytus",1,0
"aera",1,0
"aera,",1,0
"aera.",1,0
"aerial",13,0
"aerian",1,0
"aeschylus,",1,0
"aesculapius",1,0
"aesculapius.",2,0
"aesculapius.]",1,0
"aesepus'",1,0
"aesepus,",2,0
"aesetes'",1,0
"aesopus'",1,0
"aesthetic",1,0
"aesthomaen",1,0
"aesyetes",1,0
"aesymnus,",1,0
"aethe",1,0
"aethiopia's",1,0
"aethiopians,",1,0
"aethon,",2,0
"aethra,",1,0
"aetion",3,0
"aetion's",3,0
"aetion's,",1,0
"aetolia",1,0
"aetolian",6,0
"aetolians,",2,0
"afar",1,0
"afar,",8,0
"afar:",1,0
"afar;",2,0
"affair.",1,0
"affairs",3,1
"affairs,",1,2
"affairs.",1,0
"affect",1,3
"affectation",1,0
"affectation,",1,0
"affected",2,1
"affecting",3,0
"affecting)",1,0
"affection",3,1
"affection.",1,0
"affectionate",1,1
"affections",2,0
"affections,",1,0
"affiliation,",1,0
"affirm,",1,0
"affix",1,0
"afflict",2,0
"afflicted",5,0
"afflicting",1,0
"affliction",1,3
"afflictive",1,0
"afflicts",1,0
"afford",7,0
"afford,",3,0
"affords",4,0
"affords;",1,0
"affright",4,0
"affright,",2,0
"affright.",1,0
"affright;",2,0
"affrighted",4,0
"affrights",1,0
"affront",1,0
"afraid,",1,1
"afresh",2,0
"afresh,",1,0
"african",1,0
"africanus,",1,0
"after",47,156
"after,",2,2
"after.""(23)",1,0
"afterwards",5,4
"afterwards,",1,0
"agacleus'",1,0
"again",22,70
"again!",1,0
"again!""",1,0
"again,",13,52
"again,)",1,0
"again.",15,24
"again.""",3,8
"again:",4,0
"again;",7,6
"again?",3,2
"against",73,119
"agamede:",1,0
"agamemnon",25,17
"agamemnon!",1,0
"agamemnon's",4,4
"agamemnon,",11,9
"agamemnon,""",1,0
"agamemnon.",10,1
"agamemnon.]",1,0
"agamemnon;",1,2
"agapenor,",1,0
"agastrophus",1,0
"agastrophus's",1,0
"agathon,",1,0
"agave",1,0
"age",49,12
"age!",2,0
"age!""",1,0
"age)",1,0
"age,",27,6
"age--the",1,0
"age.",8,2
"age.""(27)",1,0
"age.""--grote,",1,0
"age.)",1,0
"age:",6,0
"age;",7,1
"aged",20,3
"agelaus",1,6
"agelaus;",1,0
"agenor",7,0
"agenor's",4,0
"agenor,",2,0
"agent",2,1
"agents",2,0
"ages",10,2
"ages,",7,0
"ages.",1,0
"ages:",1,0
"aggregate",1,0
"aggregate.",1,0
"aggressor,",1,0
"aghast",3,0
"aglae",1,0
"ago",2,3
"ago,",2,1
"agonizing",2,0
"agora",2,0
"agora,",1,0
"agora.",1,0
"agoras.",1,0
"agree",19,9
"agree,",1,0
"agreeable",4,1
"agreed",4,7
"agreed,",1,2
"agreed;",1,0
"agreeing",1,0
"agreement",10,9
"agreement,",6,6
"agreement.",3,3
"agrees",1,0
"agrius,",1,0
"ah!",18,0
"ah,",14,0
"ah--bend",1,0
"aid",40,1
"aid!",4,0
"aid,",24,1
"aid,)",1,0
"aid.",15,0
"aid.""",2,0
"aid.""(159)",1,0
"aid:",3,0
"aid;",6,0
"aided",2,0
"aiding",1,1
"aids",10,0
"aids,",4,0
"aim",7,3
"aim'd",7,0
"aim'd,",1,0
"aim,",4,0
"aim:--",1,0
"aim;",1,0
"aimed",1,5
"aims",3,0
"aims,",1,0
"air",24,8
"air!",1,0
"air!""",1,0
"air,",39,2
"air,(77)",1,0
"air,)",1,0
"air.",22,0
"air.""",1,1
"air:",3,0
"air;",13,1
"air?",1,0
"aire",1,0
"airy",12,0
"ajaces",8,0
"ajaces'",1,0
"ajaces,",3,0
"ajaces,)",1,0
"ajax",119,5
"ajax!",1,0
"ajax'",6,0
"ajax),",1,0
"ajax,",27,2
"ajax.",4,0
"ajax;",2,0
"ajax?",1,0
"ak,",1,1
"alalcomene",1,0
"alalcomeneis,""",1,0
"alarm",2,3
"alarm'd",2,0
"alarm'd,",4,0
"alarm'd:",1,0
"alarm,",5,0
"alarmed",1,1
"alarming",1,0
"alarms",6,0
"alarms)",1,0
"alarms,",18,0
"alarms.",1,0
"alarms:",2,0
"alarms;",5,0
"alas!",24,3
"alas,",3,2
"alaster,",1,0
"alastor",2,0
"alastor,",2,0
"alberti's",1,0
"alcander,",1,0
"alcathous",3,0
"alcathous,",1,0
"alcathous:",1,0
"alceste",2,0
"alcides",4,0
"alcides'",4,0
"alcides,",4,0
"alcimedon",2,0
"alcimedon,",1,0
"alcimus",3,1
"alcinor.",1,0
"alcmaon",1,0
"alcmena's",2,0
"alcmena,",1,2
"alcyone;",1,0
"aleian",1,0
"alex.",2,0
"alexander",3,0
"alexander,",1,0
"alexandrine",1,0
"alia's",1,0
"alien",1,1
"alien's",1,0
"alight,",1,0
"alight.",1,0
"alighted",3,0
"alighting,",1,0
"alike",13,6
"alike,",3,0
"alike:",1,0
"alike;",1,1
"alisium",2,0
"alive",5,22
"alive,",6,11
"alkinous",1,0
"all",806,830
"all!",6,0
"all!""",1,0
"all)",1,0
"all,",43,22
"all,)",1,0
"all,--'a",1,0
"all-assistless",1,0
"all-beholding",1,0
"all-beholding,",1,0
"all-compelling",1,0
"all-composing",1,0
"all-confirming",1,0
"all-conquering",2,0
"all-conscious",1,0
"all-considering",2,0
"all-destroying",1,0
"all-enlightening",1,0
"all-good,",1,0
"all-impairing",1,0
"all-impotent",1,0
"all-infolding",1,0
"all-involving",1,0
"all-knowing",1,0
"all-mighty",2,0
"all-panting",1,0
"all-powerful",1,0
"all-recording",1,0
"all-revealing",1,0
"all-seeing",2,0
"all-surveying",1,0
"all-sustaining",1,0
"all-wise",1,0
"all-wise,",1,0
"all.",13,11
"all.""",5,7
"all:",9,0
"all;",8,6
"all;(193)",1,0
"all?",3,1
"all?""",1,0
"allay",2,0
"allay,",5,0
"alle",1,0
"alleg.",1,0
"allegorical",3,0
"allegorical,",2,0
"allegories,",1,0
"allegorists",1,0
"allegorists,",1,0
"allegorize",1,0
"allegorizes",1,0
"alliance",1,0
"alliance,",1,0
"allied",3,0
"allied!",1,0
"allies",1,0
"allies!",1,0
"allies.",1,0
"allies;",1,0
"allois",1,0
"allotted",2,1
"allow",7,5
"allow'd",3,0
"allow'd,",2,0
"allow'd:",1,0
"allow.",1,0
"allowable;",1,0
"allowed",7,5
"allowing",1,0
"allows",1,1
"allows,",1,0
"allows,)",1,0
"allude",1,0
"alludes",2,0
"alludes,",1,0
"allured",1,0
"allurements",1,0
"allusion",1,4
"allusions",1,0
"allusions,",2,0
"allusive",1,0
"alluvial",1,0
"ally",1,2
"almighty",25,1
"almighty!",1,0
"almost",24,7
"aloft",6,3
"aloft,",8,1
"aloft;",1,0
"alois",2,0
"alone",42,24
"alone!",3,0
"alone,",28,14
"alone.",6,1
"alone.""",2,0
"alone:",4,0
"alone;",3,1
"alone?",1,0
"along",88,36
"along!",2,0
"along,",13,0
"along,)",1,0
"along.",14,3
"along:",4,0
"along;",9,0
"aloof",1,0
"aloof,",1,0
"alope,",1,0
"alos,",1,0
"aloud",4,8
"aloud!",1,0
"aloud,",4,1
"aloud.",3,0
"aloud:",5,0
"aloud;",3,0
"alphaeus",1,0
"alphaeus'",1,0
"alphaeus;",1,0
"alpheus'",2,0
"already",40,34
"already,",1,3
"already?",1,0
"also",32,147
"also,",4,5
"also.",1,8
"altar",7,4
"altar,",1,1
"altar.",2,1
"altar.]",1,0
"altars",13,0
"altars,",2,0
"alter",1,1
"alteration,",1,1
"alterations",2,1
"alterations,",1,0
"altering",1,0
"alternate",7,1
"alternate,",2,0
"alternately",2,0
"alternative,",1,0
"altes'",1,0
"althaea's",2,0
"althaea,",2,0
"although",10,4
"although,",1,0
"altogether",3,0
"always",18,53
"alybean",1,0
"am!",1,0
"am,",7,7
"amain,",2,0
"amalgamation",1,0
"amarynces'",1,0
"amarynceus'",1,0
"amatheia",1,0
"amaze",3,0
"amaze!",1,0
"amaze!""",1,0
"amazed",4,0
"amazed,",2,0
"amazed.",1,0
"amazed:",1,0
"amazed;",1,0
"amazement",1,0
"amazing",2,0
"amazons",1,0
"amazons'",1,0
"amazons.",1,0
"amazons.--grote,",1,0
"ambassadors",3,0
"ambassadors,",1,0
"amber",1,5
"ambient",4,0
"ambition",2,0
"ambition;",1,0
"ambitious",2,0
"ambitious,",1,0
"ambo",1,0
"ambrosia",4,6
"ambrosial",14,1
"ambrosial,",1,0
"ambuscade,",1,1
"ambush",5,0
"ambush'd",1,0
"ambush,",3,0
"amends",1,0
"amends;",1,0
"amiable",2,0
"amid",30,6
"amidst",58,0
"amidst,",2,0
"amisodarus'",1,0
"amisodarus,",1,0
"ammon",1,0
"ammon.",1,0
"among",35,145
"amongst",5,5
"amorgus,",2,0
"amorous",2,0
"amount",3,2
"amphidamas;",1,0
"amphidus",1,0
"amphigenia's",1,0
"amphiktyonic",1,0
"amphikupellon",1,0
"amphimachus",2,0
"amphimachus's",1,0
"amphimachus,",2,0
"amphinome,",1,0
"amphion",1,2
"amphithoe",1,0
"amphitryon's",1,0
"amphitryon.",1,1
"amphius",2,0
"amphius'",1,0
"amphora--wine",3,0
"amphoterus",1,0
"ample",64,0
"ampler",3,0
"amused",2,0
"amusing",2,0
"amyclae,",1,0
"amydon,",1,0
"amyntor,",1,0
"anachronism,",1,0
"anacreon,",1,0
"analysis",2,0
"analysis--our",1,0
"analytical",2,0
"analyzing",1,0
"anatomically",1,0
"anatomist",1,0
"ancaeus",1,0
"ancestor",3,0
"ancestors,",2,1
"ancestors--or,",1,0
"ancestors.",1,0
"anchialus",1,0
"anchises",3,0
"anchises'",6,0
"anchises,",2,0
"anchor,",1,1
"anchors,",1,1
"ancient",60,2
"ancient,",2,0
"anciently",1,0
"anciently,",1,0
"ancients",2,0
"ancients,",2,0
"ancles",1,0
"and",6959,5322
"and,",153,6
"and-twentieth",1,0
"andraemon's",2,0
"andromache",5,1
"andromache!",1,0
"andromache,",4,0
"andromache.",3,0
"andromache.]",1,0
"anecdotes,",1,0
"anemoria's",1,0
"anew",4,0
"anew,",2,0
"angelic",1,0
"angels",1,0
"anger",17,5
"anger,",3,2
"anger;",1,0
"angle",1,0
"angler,",1,0
"angry",21,29
"angry,",1,6
"anguish",19,0
"anguish,",8,0
"angusto",1,0
"animal",1,0
"animals",3,0
"animals,",3,0
"animate",4,0
"animated",3,0
"animated,",1,0
"animates",5,0
"animating",2,0
"animi,""",1,0
"animosity;",1,0
"ankle",3,0
"ankles",2,0
"anne",1,0
"anne,",1,0
"annotations,",1,0
"announced",1,0
"announcement",1,0
"annoy,",1,0
"annual",1,0
"anoint",2,5
"anoiston",1,0
"anomalies",2,0
"anomaly",1,0
"another",29,86
"another's",5,4
"another,",1,15
"another.",2,11
"another.""--coleridge,",1,0
"another;",2,2
"answer",13,10
"answer'd",4,0
"answer--what",1,0
"answer:",1,0
"answer?",1,0
"answered",4,72
"answered,)",1,0
"answering",2,1
"answers",1,1
"answers)",1,0
"answers--'dost",1,0
"ant:",1,0
"antaea",1,0
"antagonists,",2,0
"antedate",2,0
"antenor",8,0
"antenor's",9,0
"antenor,",1,0
"anthedon,",1,0
"antheia",2,0
"anthon",1,0
"anthon's",1,0
"anthropoisin.",1,0
"anti-historical",1,0
"antigone",2,0
"antilochus",9,1
"antilochus!",3,0
"antilochus,",6,4
"antilochus.",1,0
"antilochus;",1,1
"antimachus",3,0
"antipathy",1,0
"antiphates,",1,1
"antiphon:",1,0
"antiphus",3,2
"antiquae"".",2,0
"antiquae"".]",1,0
"antiquarian",1,0
"antique",7,0
"antiquities""",1,0
"antiquities,",1,1
"antiquity",2,0
"antiquity,",5,0
"antiquity.",1,0
"antiquity.""",1,0
"antiquity:",1,0
"anton",1,0
"antron's",1,0
"ants",1,0
"ants,",1,0
"anvil",1,1
"anvils",3,0
"anxiety",1,0
"anxious",9,5
"anxiously",1,2
"any",116,267
"any)",1,1
"any:",1,0
"anyone",4,8
"anyone.",1,1
"anything",1,42
"anywhere",2,6
"apaesus",1,0
"apaesus'",1,0
"apart",11,8
"apart,",4,0
"apartment",1,1
"apartment.",1,1
"apaturian",1,0
"aphareus",1,0
"aphareus,",2,0
"aphrastoteron",1,0
"apisaon",1,0
"apisaon's",1,0
"apo",1,0
"apocryphal",1,0
"apollo",41,17
"apollo's",12,2
"apollo,",10,8
"apollo,(20)",1,0
"apollo.",6,1
"apollo:",1,0
"apollo;",1,0
"apollodorus",1,0
"apollonius,",1,0
"apologies",1,0
"apologue,",1,0
"apotheosis",3,0
"apotheosis.",1,0
"appals;",1,0
"apparent",2,0
"apparently",2,3
"apparition,",1,0
"appeal",2,1
"appeal,",1,0
"appealing",1,0
"appeals",1,0
"appeals,",1,0
"appear",16,5
"appear!",2,0
"appear!(144)",1,0
"appear'd",10,0
"appear'd,",6,0
"appear'd.",1,0
"appear'd:",2,0
"appear'd;",2,0
"appear,",28,0
"appear.",2,0
"appear:",3,0
"appear;",6,0
"appearance",2,3
"appearance,",1,2
"appearance.",1,0
"appeared",4,6
"appeared.",1,1
"appearing",1,1
"appears",21,4
"appears!",3,0
"appears,",17,1
"appears.",3,0
"appears:",4,0
"appears;",6,0
"appease.",1,0
"appeased",2,1
"appeased,",2,0
"appeased;",1,0
"appeases",1,0
"appena",1,0
"appended",2,0
"appendix.",1,2
"appetite,",1,0
"applauding",1,0
"applause",3,0
"applause,",1,0
"applause.",1,0
"applauses",6,0
"apple:",1,0
"applicable",5,3
"applied",6,1
"applies",3,0
"applies,",1,0
"applies:",2,0
"applies;",1,0
"apply",1,1
"apply,",1,0
"apply;",1,0
"applying",2,0
"appoint",1,0
"appointed",8,1
"appreciate",1,0
"appreciating",1,0
"appreciation,",1,0
"apprehensions",1,0
"apprehensive",1,0
"approach",20,6
"approach!",1,0
"approach'd",7,0
"approach'd,",3,0
"approach,",7,0
"approached,",1,0
"approaches",2,0
"approaching",17,1
"approaching,",1,1
"appropriated",1,1
"appropriately",1,0
"appropriation",1,1
"approval",1,0
"approve",2,0
"approve!",1,0
"approve,",6,0
"approve;",2,0
"approved",2,7
"approved,",6,0
"approved.",3,0
"approves",3,0
"approves.",1,0
"approving",1,0
"apseudes",1,0
"apt",2,1
"apul.",2,0
"apuleius,",2,0
"apulia,",1,0
"apusato",1,0
"ar'",1,0
"arable",2,0
"araethyrea,",1,0
"arbiter",2,0
"arbitrary",2,0
"arbitrate",1,0
"arcadian",2,0
"arcesilas,",1,0
"arcesilaus",1,0
"arch",2,0
"arch'd",1,0
"arch,",1,0
"archaic",1,0
"archbishop",1,0
"archdeacon",1,0
"arched",1,1
"archemorus.",1,0
"archeptolemus!",1,0
"archeptolemus,",1,0
"archer",6,1
"archer!",1,0
"archers",1,0
"archers,",1,0
"archery",2,0
"archery.",1,0
"archetypus",1,0
"archilochus",2,0
"archilochus,",3,0
"arching",3,0
"architect",3,0
"architectonic",1,0
"architects",1,0
"archive",13,13
"arctic",1,0
"ardent",11,0
"ardent,",1,0
"ardour",23,0
"ardour,",7,0
"arduous",2,0
"are",416,574
"are,",14,21
"are;",2,1
"area",1,0
"areilycus",1,0
"areithous'",2,0
"areithous,",1,0
"arene",1,0
"arene's",1,0
"aretaon",1,0
"aretus",2,1
"argissa,",1,0
"argive",16,4
"argive,",1,0
"argives",6,16
"argives!",3,0
"argos",8,4
"argos'",5,0
"argos,",8,13
"argos.",1,1
"argued",2,0
"arguing",1,0
"argument",6,0
"argument.",19,0
"argument.(231)",1,0
"argument.(40)",1,0
"arguments",1,1
"aright;",1,0
"arime",1,0
"arisba's",2,0
"arisbe",1,0
"arisbe's",1,0
"arise",3,2
"arise,",15,0
"arise,--",1,0
"arise.",3,0
"arise:",2,0
"arise;",10,0
"arisen",1,1
"arises",1,0
"arising",1,0
"aristoteles",1,0
"aristotle",3,0
"arktinus",1,0
"arktinus,",1,0
"arm",100,2
"arm!",3,0
"arm'd",16,0
"arm'd,",6,0
"arm'd;",1,0
"arm's",1,0
"arm,",33,1
"arm-bearer",1,0
"arm.",1,0
"arm:",1,0
"arm;",1,0
"armament",1,0
"armed",2,4
"armed,",1,0
"armenti,",1,0
"armida.",1,0
"armies",45,0
"armies,",8,0
"armies;",1,0
"armipotent",1,0
"armipotent,",1,0
"armour",40,23
"armour,",10,5
"armour.",4,5
"armour:",1,0
"armourer.",1,0
"armoury",1,0
"arms",257,20
"arms!",5,0
"arms!""",1,0
"arms!--",1,0
"arms)",1,0
"arms,",104,4
"arms,)",1,0
"arms.",33,1
"arms.""",5,0
"arms:",16,0
"arms;",16,1
"arms?",6,0
"arms?""(263)",1,0
"army",22,0
"army's",6,0
"army)",1,0
"army,",12,0
"arne",2,0
"arnold.",1,0
"arose",5,0
"arose,",7,0
"arose.",1,0
"arose;",5,0
"around",105,9
"around)",1,0
"around,",38,1
"around.",14,0
"around.""",1,0
"around:",8,0
"around;",6,0
"around;(139)",1,0
"around;(69)",1,0
"around?",1,0
"arrange,",1,0
"arrangement",4,2
"arrangements;",1,0
"arrangers",1,0
"array",7,2
"array'd",2,0
"array,",12,0
"array.",2,0
"array:",2,0
"array;",1,0
"arrays",1,0
"arrears",1,0
"arresting",2,0
"arrests",4,0
"arrests,",1,0
"arrian.",1,0
"arriv'd,",1,0
"arrival?",1,0
"arrived",10,0
"arrived"".(4)",1,0
"arrived,",5,1
"arrived.",1,1
"arrives,",1,0
"arrives:",1,0
"arriving",2,0
"arrogant",2,0
"arrow",21,18
"arrow's",1,0
"arrow,",4,2
"arrows",26,12
"arrows,",3,1
"arsinous'",1,0
"art",55,5
"art!",1,0
"art)",1,0
"art,",39,0
"art.",6,0
"art:",4,0
"art;",5,0
"art?",1,0
"artemis",1,0
"artful",8,1
"articles",1,0
"articles.",1,0
"articulate",1,0
"artifice",4,0
"artifice,",1,0
"artifices",1,0
"artificial",2,0
"artillery",1,0
"artist",6,0
"artist,",2,0
"artist-god:",1,0
"artist.",1,0
"artists",2,0
"arts",23,0
"arts,",5,2
"arts.",2,0
"as,",5,1
"ascalaphus",2,0
"ascalaphus!",1,0
"ascalaphus,",2,0
"ascania",1,0
"ascanian",1,0
"ascanius",1,0
"ascend",7,0
"ascend,",8,0
"ascend.",2,0
"ascend;",1,0
"ascended",3,0
"ascendency",1,0
"ascending",6,0
"ascending,",1,0
"ascends",5,1
"ascends,",4,0
"ascends:",1,0
"ascends;",1,0
"ascertained",2,0
"ascii""",2,2
"ascii,",1,0
"ascribe",2,0
"ascribed",6,0
"ascribing",1,0
"ash",2,0
"ashamed",1,10
"ashen",1,1
"ashes",12,5
"ashes,",3,3
"ashore",1,4
"ashy",1,0
"asia",3,1
"asia's",1,0
"asia,",1,0
"asian",2,0
"asiatic",1,0
"aside",4,4
"aside,",7,2
"aside.",3,0
"aside:",1,0
"aside;",1,0
"asinen",1,0
"asius",8,0
"asius'",6,0
"asius,",3,0
"ask",15,51
"ask'd",6,0
"ask'd,",2,0
"ask'd?",1,0
"ask'st,",1,0
"ask,",2,0
"ask;",2,0
"asked",1,24
"asklepiads,",1,0
"asklepius",2,0
"asklepius,",1,0
"asks",14,4
"asks,",3,0
"asleep,",2,3
"asleep.",1,2
"asopus",1,0
"aspasia,",1,0
"aspect",4,0
"aspect,",1,0
"asperse",1,0
"aspirate,",1,0
"aspire",3,0
"aspire,",2,0
"aspire:",1,0
"aspire;",1,0
"aspires",1,0
"aspires!",1,0
"aspires,",1,0
"aspires.",1,0
"aspires:",1,0
"aspiring",1,0
"aspledon's",1,0
"assaeus,",1,0
"assail'd,",2,0
"assail?",1,0
"assailants,",1,0
"assailed,",1,0
"assaracus",1,0
"assaracus,",1,0
"assault",3,0
"assault.",1,0
"assaults",3,0
"assays",1,0
"assemblage",1,0
"assemble",3,0
"assembled",18,0
"assembled,",1,1
"assembles",2,0
"assemblies,",1,0
"assembling",4,0
"assembly",10,9
"assent",1,0
"assent;",1,0
"assenting,",1,0
"assents",1,0
"assents,",1,0
"assert",6,0
"assert,",3,0
"asserted",1,0
"asserted,",1,0
"assertion",1,0
"asserts",3,0
"assign",2,1
"assign'd",4,0
"assign'd,",2,0
"assigned",2,0
"assist",17,0
"assist!",1,0
"assistance",13,4
"assistance,",4,0
"assistant",3,0
"assistants",2,0
"assisted",5,0
"assisting",1,0
"assisting)",1,0
"assists",5,0
"assists,",2,0
"associate",2,0
"associated",7,7
"associated)",1,1
"associates",5,0
"associates,",1,0
"association,",1,0
"associations",2,0
"associations,",1,0
"assuage.",1,0
"assuage.""",1,0
"assuage:",1,0
"assuage?",1,0
"assuaged",1,0
"assume",3,0
"assumed",3,4
"assumes",3,0
"assumes,",1,0
"assuming",2,0
"assumption",1,0
"assumption,",1,0
"assurance",2,0
"assure",1,1
"assured,",1,0
"assuring",1,0
"assyrian",1,0
"asterian",1,0
"asterius,",1,0
"asteropaeus",4,0
"asteropeus",3,0
"asteropeus!",1,0
"asteropeus.",1,0
"astley",1,0
"astonish'd",3,0
"astonish'd,",3,0
"astonished",2,5
"astonishing",3,0
"astr.",1,0
"astyalus",1,0
"astyanax",2,0
"astyanax,",4,0
"astynous",1,0
"astynous'",1,0
"astynous,",1,0
"astyoche,",1,0
"astyochia.",1,0
"astyplus,",1,0
"asunder.",1,2
"at,",1,3
"ate",1,9
"atheist-wretch",1,0
"athenaeus",1,0
"athenian",10,0
"athenian(31)",1,0
"athenians",5,0
"athenians,",1,0
"athens",2,1
"athens,",2,3
"athens.",1,1
"athos'",1,0
"athwart",2,0
"athwart.",1,0
"athwart;",1,0
"atlas",1,1
"atlas,",1,2
"atmospheric",1,0
"atone",2,0
"atone,",1,0
"atone?",1,0
"atoned",5,0
"atoned,",1,0
"atonement",1,0
"atonement,",1,0
"atreus",2,5
"atreus'",11,0
"atreus's",1,0
"atreus,",1,7
"atridae",1,0
"atrides",43,0
"atrides!",9,0
"atrides'",19,0
"atrides)",1,0
"atrides,",11,0
"atrides.",2,0
"atrides:",2,0
"atrides;",1,0
"attached",3,2
"attaches",1,0
"attachments",1,0
"attack",7,7
"attack'd",1,0
"attack.",1,0
"attack;",1,0
"attacked",2,2
"attacks",4,2
"attacks,",3,0
"attain",3,0
"attainable",1,0
"attained",3,0
"attaining",1,0
"attainment,",1,0
"attainments",1,0
"attainments,",1,0
"attaint",1,0
"attempt",14,4
"attempt,",1,0
"attempt?",1,0
"attempted",3,0
"attempting",2,1
"attempts",5,0
"attempts,",2,0
"attend",18,10
"attend!",4,0
"attend,",17,0
"attend.",5,0
"attend.""",1,0
"attend:",2,0
"attend;",8,0
"attend?",2,0
"attendance",1,2
"attendant",2,1
"attendants",5,0
"attended",5,5
"attending",2,1
"attends",8,0
"attends,",5,0
"attends.""",1,0
"attends:",2,0
"attends;",1,0
"attention",14,5
"attention,",1,0
"attention.",1,2
"attentive",4,0
"attentively",1,0
"attest!",1,0
"attest,",1,0
"attested",1,0
"attesting",3,0
"attesting,",1,0
"attic",3,0
"attire",1,0
"attire,",1,0
"attires,",1,0
"atto",1,0
"attracted",2,0
"attractive",2,0
"attracts",1,0
"attribute",4,1
"attributed",4,0
"attributed,",1,0
"attributes",4,0
"attributes,",1,0
"atymnius",1,0
"audacious",1,0
"audience",2,2
"aught",13,1
"aught,",1,0
"aught:",1,0
"augia",1,0
"augia's",1,0
"augias'",1,0
"augment",3,0
"augment.""",1,0
"augmented",1,0
"augmented,",1,0
"augur",2,0
"augur,",1,0
"augury",2,0
"augury!",2,0
"augury:",1,0
"august,",1,0
"aulis",1,0
"aulis'",1,0
"aulis,",2,0
"aulus",1,0
"aura",1,0
"aurel",1,0
"aurora",3,0
"aurora's",2,0
"aurora,",1,1
"ausonian",1,0
"auspices",1,0
"auster's",1,0
"austere!",1,0
"authentic",1,0
